hbin,err_s,present_h,target_mean,target_std,error_state_share,file,class
139,0,0.9944444444444445,470.68323,804.90173,0.0,E01_9,E01
140,0,0.9977777777777778,928.0593,1456.0679,0.0,E01_9,E01
141,0,0.9980555555555556,933.64404,1449.7319,0.0,E01_9,E01
142,0,0.9980555555555556,941.8511,1460.4027,0.0,E01_9,E01
143,0,0.9988888888888889,907.4566,1442.02,0.0,E01_9,E01
144,0,0.9991666666666666,795.74756,1304.5514,0.0,E01_9,E01
145,0,0.9866666666666667,922.05743,1455.4454,0.0,E01_9,E01
146,0,0.9894444444444445,832.0772,1375.6755,0.0,E01_9,E01
147,0,0.9680555555555556,872.8755,1405.7916,0.0,E01_9,E01
148,0,0.9869444444444444,495.78806,854.4617,0.0,E01_9,E01
149,0,0.9986111111111111,864.9477,1387.54,0.0,E01_9,E01
150,0,0.9969444444444444,933.5642,1462.9071,0.0,E01_9,E01
151,0,0.9991666666666666,908.59436,1447.2432,0.0,E01_9,E01
152,0,0.9986111111111111,944.0918,1455.8677,0.0,E01_9,E01
153,1901,0.9897222222222222,300.4527,820.99927,0.5335391523996632,E01_9,E01
154,3597,0.9991666666666666,42.243538,64.648315,1.0,E01_9,E01
155,2900,0.9997222222222222,170.9211,32.0243,0.8057793831619895,E01_9,E01
156,0,0.9961111111111111,303.6389,46.80032,0.0,E01_9,E01
157,0,0.9991666666666666,754.48956,1283.0615,0.0,E01_9,E01
158,0,0.98,916.61365,1454.555,0.0,E01_9,E01
159,0,0.9294444444444444,887.0284,1432.984,0.0,E01_9,E01
160,0,0.9994444444444445,921.2721,1454.5878,0.0,E01_9,E01
161,0,0.9991666666666666,905.90546,1447.6676,0.0,E01_9,E01
162,0,0.9972222222222222,906.2992,1442.6482,0.0,E01_9,E01
163,0,0.9997222222222222,481.57266,892.8273,0.0,E01_9,E01
164,302,0.9991666666666666,851.6147,1403.539,0.08395885460105644,E01_9,E01
165,66,0.48944444444444446,951.38196,1455.8746,0.03745743473325766,E01_9,E01
166,0,0.9994444444444445,885.6993,1413.6678,0.0,E01_9,E01
167,0,0.9994444444444445,873.42773,1382.3798,0.0,E01_9,E01
168,0,0.0375,265.0,0.0,0.0,E01_9,E01
0,36,0.11472222222222223,1312.1482,1193.9241,0.08716707021791767,E02_0,E02
1,0,0.09305555555555556,1224.0735,1248.2247,0.0,E02_0,E02
2,0,0.11305555555555556,1336.4684,1171.1449,0.0,E02_0,E02
3,0,0.135,1267.3071,1248.2946,0.0,E02_0,E02
4,0,0.13666666666666666,1282.2306,1229.8154,0.0,E02_0,E02
5,0,0.20833333333333334,537.8549,1007.37,0.0,E02_0,E02
6,0,0.10333333333333333,831.1907,1127.3485,0.0,E02_0,E02
7,0,0.10916666666666666,435.76556,861.36707,0.0,E02_0,E02
8,0,0.13694444444444445,1247.0927,1204.3533,0.0,E02_0,E02
9,0,0.11722222222222223,1284.3838,1223.7833,0.0,E02_0,E02
10,0,0.1313888888888889,1214.1571,1208.4146,0.0,E02_0,E02
11,0,0.1425,1583.6091,1145.2014,0.0,E02_0,E02
12,0,0.3086111111111111,2198.6316,1035.6252,0.0,E02_0,E02
13,0,0.24972222222222223,,,0.0,E02_0,E02
14,0,0.1486111111111111,,,0.0,E02_0,E02
15,0,0.11611111111111111,,,0.0,E02_0,E02
16,0,0.11027777777777778,,,0.0,E02_0,E02
17,0,0.21388888888888888,9.283334,5.96835,0.0,E02_0,E02
18,0,0.15611111111111112,1186.7267,1217.5189,0.0,E02_0,E02
19,0,0.23666666666666666,1439.5021,1198.992,0.0,E02_0,E02
20,0,0.1502777777777778,1313.7706,1189.3762,0.0,E02_0,E02
21,0,0.10777777777777778,1185.1548,1195.9133,0.0,E02_0,E02
22,0,0.12472222222222222,1286.3062,1200.2402,0.0,E02_0,E02
23,0,0.15305555555555556,518.28894,982.4395,0.0,E02_0,E02
24,0,0.285,634.5667,1053.1093,0.0,E02_0,E02
25,0,0.13722222222222222,793.8493,1102.0675,0.0,E02_0,E02
26,0,0.15583333333333332,1223.1837,1205.2476,0.0,E02_0,E02
27,0,0.17944444444444443,1367.6892,1184.1326,0.0,E02_0,E02
28,0,0.1413888888888889,1244.461,1218.7616,0.0,E02_0,E02
29,0,0.10027777777777777,1708.1044,1153.8833,0.0,E02_0,E02
30,0,0.28833333333333333,1494.4529,1212.4518,0.0,E02_0,E02
31,0,0.29527777777777775,1133.3833,1197.8481,0.0,E02_0,E02
32,0,0.09722222222222222,1295.7727,1223.7219,0.0,E02_0,E02
33,0,0.10666666666666667,1249.5956,1212.883,0.0,E02_0,E02
34,0,0.17305555555555555,1211.7758,1214.673,0.0,E02_0,E02
35,0,0.09305555555555556,1460.1279,1171.1809,0.0,E02_0,E02
36,0,0.14194444444444446,49.436104,205.62921,0.0,E02_0,E02
37,0,0.25916666666666666,34.5702,3.8466656,0.0,E02_0,E02
38,0,0.16,40.73611,4.8382335,0.0,E02_0,E02
39,0,0.22555555555555556,48.899014,3.9189885,0.0,E02_0,E02
40,0,0.23277777777777778,53.15528,19.971422,0.0,E02_0,E02
41,0,0.22777777777777777,,,0.0,E02_0,E02
42,0,0.37305555555555553,1840.8937,1057.9348,0.0,E02_0,E02
43,0,0.11777777777777777,1570.6073,1220.7974,0.0,E02_0,E02
44,0,0.16,1276.8778,1240.1875,0.0,E02_0,E02
45,0,0.11805555555555555,1161.3385,1185.2406,0.0,E02_0,E02
46,0,0.22916666666666666,1058.3119,1186.6508,0.0,E02_0,E02
47,0,0.1852777777777778,1539.2042,1241.3479,0.0,E02_0,E02
48,0,0.10611111111111111,1679.7406,1184.2883,0.0,E02_0,E02
49,0,0.1436111111111111,1070.4742,1160.6825,0.0,E02_0,E02
50,0,0.12833333333333333,1420.0234,1218.8054,0.0,E02_0,E02
51,0,0.17027777777777778,1208.3802,1207.148,0.0,E02_0,E02
52,0,0.1736111111111111,1796.9773,1085.908,0.0,E02_0,E02
53,0,0.11277777777777778,1509.834,1162.536,0.0,E02_0,E02
54,0,0.0975,1312.7125,1235.8187,0.0,E02_0,E02
55,0,0.1322222222222222,672.0,1094.03,0.0,E02_0,E02
56,0,0.13444444444444445,536.57104,991.7141,0.0,E02_0,E02
57,0,0.2136111111111111,1440.8765,1214.9939,0.0,E02_0,E02
58,0,0.14777777777777779,1387.7897,1192.5062,0.0,E02_0,E02
59,0,0.2247222222222222,1211.0157,1200.3383,0.0,E02_0,E02
60,0,0.2061111111111111,99.94532,339.5538,0.0,E02_0,E02
61,0,0.18833333333333332,66.43068,7.3156557,0.0,E02_0,E02
62,0,0.24083333333333334,78.74164,3.91688,0.0,E02_0,E02
63,0,0.24583333333333332,86.38531,4.400947,0.0,E02_0,E02
64,0,0.21888888888888888,97.17005,7.448358,0.0,E02_0,E02
65,0,0.28833333333333333,126.44316,11.287518,0.0,E02_0,E02
66,0,0.1875,210.5408,513.87384,0.0,E02_0,E02
67,0,0.1025,1421.7809,1220.9027,0.0,E02_0,E02
68,0,0.11,1521.6405,1179.9352,0.0,E02_0,E02
69,0,0.10805555555555556,1323.5837,1178.5914,0.0,E02_0,E02
70,0,0.12527777777777777,1478.8527,1171.0559,0.0,E02_0,E02
71,0,0.20527777777777778,544.01434,959.86755,0.0,E02_0,E02
72,0,0.17305555555555555,1068.8077,1191.7496,0.0,E02_0,E02
73,0,0.0961111111111111,1246.8363,1163.2312,0.0,E02_0,E02
74,0,0.2827777777777778,1276.5321,1215.9558,0.0,E02_0,E02
75,0,0.3475,1317.6985,1249.5681,0.0,E02_0,E02
76,0,0.14527777777777778,1405.041,1198.7169,0.0,E02_0,E02
77,0,0.11388888888888889,1199.5623,1212.5289,0.0,E02_0,E02
78,0,0.12638888888888888,1444.5118,1197.2899,0.0,E02_0,E02
79,0,0.09555555555555556,1570.0577,1294.1902,0.0,E02_0,E02
80,0,0.31055555555555553,1223.5428,1207.8123,0.0,E02_0,E02
81,0,0.29583333333333334,1232.5831,1220.6881,0.0,E02_0,E02
82,0,0.10888888888888888,1211.1017,1188.9238,0.0,E02_0,E02
83,0,0.1111111111111111,1187.0924,1225.7197,0.0,E02_0,E02
84,0,0.11694444444444445,653.1539,1096.1298,0.0,E02_0,E02
85,0,0.3622222222222222,,,0.0,E02_0,E02
86,0,0.07805555555555556,,,0.0,E02_0,E02
87,0,0.1511111111111111,,,0.0,E02_0,E02
88,0,0.20194444444444445,7.8245616,4.971318,0.0,E02_0,E02
89,0,0.14833333333333334,154.47018,556.42065,0.0,E02_0,E02
90,0,0.13722222222222222,627.69403,1047.8412,0.0,E02_0,E02
91,0,0.20777777777777778,1157.7943,1187.1364,0.0,E02_0,E02
92,0,0.31027777777777776,862.0519,1145.9064,0.0,E02_0,E02
93,0,0.2525,1215.3281,1213.6942,0.0,E02_0,E02
94,0,0.085,1534.6897,1139.9314,0.0,E02_0,E02
95,0,0.25333333333333335,1669.2562,1174.5347,0.0,E02_0,E02
96,0,0.29055555555555557,1304.7284,1211.0612,0.0,E02_0,E02
97,0,0.1686111111111111,838.1355,1155.238,0.0,E02_0,E02
98,0,0.35444444444444445,1256.0698,1202.6859,0.0,E02_0,E02
99,0,0.3736111111111111,1170.6302,1193.3689,0.0,E02_0,E02
100,0,0.26222222222222225,1260.8677,1207.3368,0.0,E02_0,E02
101,0,0.15888888888888889,1238.7444,1226.145,0.0,E02_0,E02
102,0,0.14527777777777778,1396.606,1236.8832,0.0,E02_0,E02
103,0,0.13694444444444445,757.83826,1083.6396,0.0,E02_0,E02
104,0,0.24333333333333335,1301.2681,1210.474,0.0,E02_0,E02
105,0,0.16416666666666666,1226.3129,1226.6978,0.0,E02_0,E02
106,0,0.12361111111111112,1641.5729,1152.5948,0.0,E02_0,E02
107,0,0.1947222222222222,1476.5072,1125.3845,0.0,E02_0,E02
108,0,0.1475,136.3995,459.47488,0.0,E02_0,E02
109,0,0.2375,42.961403,4.1284595,0.0,E02_0,E02
110,0,0.19805555555555557,53.53857,6.0771246,0.0,E02_0,E02
111,0,0.2677777777777778,60.178425,4.7698116,0.0,E02_0,E02
112,0,0.31972222222222224,60.990257,19.115757,0.0,E02_0,E02
113,0,0.27444444444444444,,,0.0,E02_0,E02
114,0,0.16805555555555557,1877.7723,1034.48,0.0,E02_0,E02
115,0,0.3488888888888889,1619.4628,1170.442,0.0,E02_0,E02
116,0,0.29888888888888887,1223.6201,1223.6213,0.0,E02_0,E02
117,0,0.16555555555555557,1677.3223,1143.3009,0.0,E02_0,E02
118,0,0.14777777777777779,1617.2097,1164.4034,0.0,E02_0,E02
119,0,0.15388888888888888,2180.9297,800.18866,0.0,E02_0,E02
120,0,0.13111111111111112,1898.1384,1013.70483,0.0,E02_0,E02
121,0,0.035,1569.1428,1173.9767,0.0,E02_0,E02
122,0,0.15944444444444444,1718.3127,1167.1201,0.0,E02_0,E02
123,0,0.23916666666666667,1772.4973,1070.4304,0.0,E02_0,E02
124,0,0.23527777777777778,1677.6973,1152.3105,0.0,E02_0,E02
125,0,0.1725,1581.3643,1158.7844,0.0,E02_0,E02
126,0,0.13333333333333333,2053.5657,929.6144,0.0,E02_0,E02
127,0,0.12416666666666666,1425.8915,1206.728,0.0,E02_0,E02
128,0,0.10555555555555556,1125.3586,1232.2426,0.0,E02_0,E02
129,0,0.3086111111111111,1282.3112,1218.4652,0.0,E02_0,E02
130,0,0.235,1227.2793,1235.9047,0.0,E02_0,E02
131,0,0.12916666666666668,1170.6107,1204.7555,0.0,E02_0,E02
132,0,0.0975,597.6667,1037.4952,0.0,E02_0,E02
133,0,0.1597222222222222,,,0.0,E02_0,E02
134,0,0.17555555555555555,,,0.0,E02_0,E02
135,0,0.16277777777777777,,,0.0,E02_0,E02
136,0,0.20277777777777778,,,0.0,E02_0,E02
137,0,0.2822222222222222,,,0.0,E02_0,E02
138,0,0.18944444444444444,,,0.0,E02_0,E02
139,0,0.13055555555555556,,,0.0,E02_0,E02
140,0,0.21083333333333334,,,0.0,E02_0,E02
141,0,0.10861111111111112,,,0.0,E02_0,E02
142,0,0.09166666666666666,,,0.0,E02_0,E02
143,0,0.09333333333333334,,,0.0,E02_0,E02
144,0,0.1375,217.1188,694.70306,0.0,E02_0,E02
145,0,0.42,370.16177,864.34064,0.0,E02_0,E02
146,0,0.13,302.576,800.18634,0.0,E02_0,E02
147,0,0.12833333333333333,,,0.0,E02_0,E02
148,0,0.09444444444444444,2276.6956,812.1312,0.0,E02_0,E02
149,0,0.23166666666666666,73.36471,297.2622,0.0,E02_0,E02
150,0,0.3894444444444444,,,0.0,E02_0,E02
151,0,0.195,97.85612,8.550414,0.0,E02_0,E02
152,0,0.29305555555555557,,,0.0,E02_0,E02
153,0,0.15388888888888888,,,0.0,E02_0,E02
154,0,0.25833333333333336,,,0.0,E02_0,E02
155,0,0.24222222222222223,7.75,3.5470538,0.0,E02_0,E02
156,0,0.2986111111111111,23.659534,9.3453,0.0,E02_0,E02
157,0,0.24027777777777778,38.248554,4.446644,0.0,E02_0,E02
158,0,0.3288888888888889,45.158783,4.5417337,0.0,E02_0,E02
159,0,0.26416666666666666,58.38381,5.7264767,0.0,E02_0,E02
160,0,0.26361111111111113,75.35511,4.2606688,0.0,E02_0,E02
161,0,0.32944444444444443,64.74444,17.180847,0.0,E02_0,E02
162,0,0.31916666666666665,,,0.0,E02_0,E02
163,0,0.13111111111111112,1388.0,1404.1755,0.0,E02_0,E02
164,0,0.12555555555555556,1362.204,1188.3452,0.0,E02_0,E02
165,0,0.12916666666666668,1363.7191,1250.8434,0.0,E02_0,E02
166,0,0.20027777777777778,1318.9845,1208.1283,0.0,E02_0,E02
167,0,0.13777777777777778,364.4188,851.6664,0.0,E02_0,E02
168,0,0.015277777777777777,676.7857,1087.6122,0.0,E02_0,E02
0,495,0.9830555555555556,2174.8254,1460.0575,0.13987001977959876,E02_1,E02
1,0,0.9713888888888889,2799.1128,1191.101,0.0,E02_1,E02
2,0,0.9780555555555556,2873.4133,1129.7294,0.0,E02_1,E02
3,0,0.9733333333333334,2846.9614,1141.1512,0.0,E02_1,E02
4,0,0.9644444444444444,2538.7402,1391.6112,0.0,E02_1,E02
5,0,0.9838888888888889,2752.362,1237.4042,0.0,E02_1,E02
6,0,0.9819444444444444,2809.901,1181.2577,0.0,E02_1,E02
7,0,0.9847222222222223,2795.2163,1199.0776,0.0,E02_1,E02
8,0,0.9772222222222222,2758.745,1232.0786,0.0,E02_1,E02
9,0,0.9705555555555555,2801.9436,1181.7797,0.0,E02_1,E02
10,0,0.9625,2825.554,1182.522,0.0,E02_1,E02
11,0,0.9694444444444444,2794.1558,1191.0421,0.0,E02_1,E02
12,0,0.9747222222222223,2793.0251,1204.3127,0.0,E02_1,E02
13,0,0.6641666666666667,2844.5718,1152.6576,0.0,E02_1,E02
14,0,0.0,,,,E02_1,E02
15,0,0.0,,,,E02_1,E02
16,0,0.0,,,,E02_1,E02
17,0,0.0,,,,E02_1,E02
18,0,0.0,,,,E02_1,E02
19,0,0.0,,,,E02_1,E02
20,0,0.0,,,,E02_1,E02
21,0,0.0,,,,E02_1,E02
22,0,0.0,,,,E02_1,E02
23,0,0.47805555555555557,2738.2058,1224.7428,0.0,E02_1,E02
24,0,0.9833333333333333,2747.6177,1236.7416,0.0,E02_1,E02
25,0,0.9647222222222223,2794.1958,1206.1011,0.0,E02_1,E02
26,0,0.9863888888888889,2779.1807,1206.5471,0.0,E02_1,E02
27,0,0.9761111111111112,2719.6968,1248.6771,0.0,E02_1,E02
28,0,0.98,2751.1487,1238.5017,0.0,E02_1,E02
29,0,0.9775,2732.0176,1241.3678,0.0,E02_1,E02
30,0,0.9691666666666666,2744.1255,1239.1674,0.0,E02_1,E02
31,0,0.9686111111111111,2799.905,1208.1737,0.0,E02_1,E02
32,0,0.9794444444444445,2725.66,1256.2401,0.0,E02_1,E02
33,0,0.4613888888888889,2790.0244,1217.0956,0.0,E02_1,E02
34,0,0.9713888888888889,2817.503,1175.06,0.0,E02_1,E02
35,0,0.9736111111111111,2779.2356,1197.152,0.0,E02_1,E02
36,0,0.9783333333333334,2753.0278,1243.2231,0.0,E02_1,E02
37,0,0.9744444444444444,2803.608,1213.3635,0.0,E02_1,E02
38,0,0.9827777777777778,2746.5608,1232.2772,0.0,E02_1,E02
39,0,0.9733333333333334,2796.3667,1171.4216,0.0,E02_1,E02
40,0,0.9691666666666666,2717.2437,1230.8708,0.0,E02_1,E02
41,0,0.9769444444444444,,,0.0,E02_1,E02
42,0,0.9716666666666667,,,0.0,E02_1,E02
43,0,0.9644444444444444,,,0.0,E02_1,E02
44,0,0.9711111111111111,,,0.0,E02_1,E02
45,0,0.9661111111111111,,,0.0,E02_1,E02
46,0,0.9741666666666666,2632.157,1360.5624,0.0,E02_1,E02
47,0,0.9761111111111112,2658.611,1306.9673,0.0,E02_1,E02
48,0,0.9783333333333334,2729.6052,1233.5076,0.0,E02_1,E02
49,0,0.9758333333333333,2797.1282,1200.547,0.0,E02_1,E02
50,0,0.9836111111111111,2774.6772,1199.9236,0.0,E02_1,E02
51,0,0.9775,2797.3547,1192.973,0.0,E02_1,E02
52,0,0.9733333333333334,2807.259,1195.3425,0.0,E02_1,E02
53,0,0.9802777777777778,2805.5125,1187.2797,0.0,E02_1,E02
54,0,0.9852777777777778,2748.4507,1239.6625,0.0,E02_1,E02
55,0,0.9866666666666667,2722.7634,1245.391,0.0,E02_1,E02
56,0,0.9783333333333334,2720.7803,1254.9669,0.0,E02_1,E02
57,0,0.9775,2713.9668,1268.2299,0.0,E02_1,E02
58,0,0.9780555555555556,2746.6038,1224.5667,0.0,E02_1,E02
59,0,0.9152777777777777,2815.8235,1171.9169,0.0,E02_1,E02
60,0,0.7844444444444445,2773.3018,1212.4484,0.0,E02_1,E02
61,0,0.6869444444444445,2773.1284,1226.9658,0.0,E02_1,E02
62,0,0.0,,,,E02_1,E02
63,0,0.0,,,,E02_1,E02
64,0,0.24833333333333332,,,0.0,E02_1,E02
65,0,0.34,,,0.0,E02_1,E02
66,0,0.37916666666666665,,,0.0,E02_1,E02
67,0,0.3061111111111111,,,0.0,E02_1,E02
68,0,0.43944444444444447,,,0.0,E02_1,E02
69,0,0.45222222222222225,,,0.0,E02_1,E02
70,0,0.3463888888888889,,,0.0,E02_1,E02
71,0,0.4444444444444444,,,0.0,E02_1,E02
72,0,0.30944444444444447,,,0.0,E02_1,E02
73,0,0.29194444444444445,,,0.0,E02_1,E02
74,0,0.27361111111111114,,,0.0,E02_1,E02
75,0,0.6311111111111111,,,0.0,E02_1,E02
76,0,0.3125,,,0.0,E02_1,E02
77,0,0.30722222222222223,,,0.0,E02_1,E02
78,0,0.38055555555555554,2230.0298,1570.9441,0.0,E02_1,E02
79,0,0.47055555555555556,2780.1147,1231.6011,0.0,E02_1,E02
80,0,0.4791666666666667,,,0.0,E02_1,E02
81,0,0.5105555555555555,2273.8572,1612.9952,0.0,E02_1,E02
82,0,0.4711111111111111,,,0.0,E02_1,E02
83,0,0.5488888888888889,,,0.0,E02_1,E02
84,0,0.41194444444444445,,,0.0,E02_1,E02
85,0,0.4661111111111111,105.0,,0.0,E02_1,E02
86,0,0.6886111111111111,,,0.0,E02_1,E02
87,0,0.6908333333333333,,,0.0,E02_1,E02
88,0,0.5380555555555555,,,0.0,E02_1,E02
89,0,0.6077777777777778,,,0.0,E02_1,E02
90,0,0.43166666666666664,,,0.0,E02_1,E02
91,0,0.36444444444444446,,,0.0,E02_1,E02
92,0,0.36083333333333334,,,0.0,E02_1,E02
93,0,0.5933333333333334,,,0.0,E02_1,E02
94,0,0.4822222222222222,,,0.0,E02_1,E02
95,0,0.5480555555555555,,,0.0,E02_1,E02
96,0,0.7158333333333333,2790.396,1218.9948,0.0,E02_1,E02
97,0,0.5919444444444445,2806.6963,1197.1743,0.0,E02_1,E02
98,0,0.7272222222222222,2690.2231,1283.6119,0.0,E02_1,E02
99,0,0.5433333333333333,2892.57,1076.0106,0.0,E02_1,E02
100,0,0.42916666666666664,2683.0105,1235.327,0.0,E02_1,E02
101,0,0.6016666666666667,2739.144,1248.1168,0.0,E02_1,E02
102,0,0.5536111111111112,2866.0022,1142.891,0.0,E02_1,E02
103,0,0.42944444444444446,2750.335,1222.7291,0.0,E02_1,E02
104,0,0.6258333333333334,2740.9097,1255.587,0.0,E02_1,E02
105,0,0.9844444444444445,2785.2405,1196.8013,0.0,E02_1,E02
106,0,0.9794444444444445,2793.0457,1209.7296,0.0,E02_1,E02
107,0,0.9752777777777778,2789.644,1213.3314,0.0,E02_1,E02
108,0,0.9833333333333333,2893.3044,1101.8289,0.0,E02_1,E02
109,0,0.9788888888888889,2900.9243,1091.6654,0.0,E02_1,E02
110,0,0.9761111111111112,2900.3499,1096.8981,0.0,E02_1,E02
111,0,0.9852777777777778,2862.8518,1131.1687,0.0,E02_1,E02
112,0,0.9794444444444445,2813.5244,1174.9786,0.0,E02_1,E02
113,0,0.9722222222222222,,,0.0,E02_1,E02
114,0,0.9627777777777777,,,0.0,E02_1,E02
115,0,0.9761111111111112,,,0.0,E02_1,E02
116,0,0.9694444444444444,,,0.0,E02_1,E02
117,0,0.9655555555555555,,,0.0,E02_1,E02
118,0,0.9752777777777778,,,0.0,E02_1,E02
119,0,0.9725,2910.127,1089.2343,0.0,E02_1,E02
120,0,0.9725,2915.3826,1095.9044,0.0,E02_1,E02
121,0,0.9713888888888889,2938.4878,1060.215,0.0,E02_1,E02
122,0,0.9794444444444445,2898.7095,1110.1589,0.0,E02_1,E02
123,0,0.9838888888888889,2923.1455,1082.8223,0.0,E02_1,E02
124,0,0.97,2891.008,1116.8401,0.0,E02_1,E02
125,0,0.9736111111111111,2917.226,1073.1069,0.0,E02_1,E02
126,0,0.9841666666666666,2864.4126,1117.1311,0.0,E02_1,E02
127,0,0.9838888888888889,2889.78,1108.8589,0.0,E02_1,E02
128,0,0.9783333333333334,2876.9534,1101.1318,0.0,E02_1,E02
129,0,0.9786111111111111,2871.8726,1107.7861,0.0,E02_1,E02
130,0,0.9772222222222222,2862.165,1141.8232,0.0,E02_1,E02
131,0,0.9791666666666666,2982.818,1003.4556,0.0,E02_1,E02
132,0,0.9269444444444445,2956.7583,1036.6447,0.0,E02_1,E02
133,0,0.9794444444444445,2895.4,1107.798,0.0,E02_1,E02
134,0,0.9716666666666667,2884.2737,1115.3351,0.0,E02_1,E02
135,0,0.9772222222222222,2908.326,1076.0635,0.0,E02_1,E02
136,0,0.9741666666666666,2887.0234,1121.8,0.0,E02_1,E02
137,0,0.9725,,,0.0,E02_1,E02
138,0,0.9797222222222223,,,0.0,E02_1,E02
139,0,0.9577777777777777,,,0.0,E02_1,E02
140,0,0.9711111111111111,,,0.0,E02_1,E02
141,0,0.9605555555555556,,,0.0,E02_1,E02
142,0,0.9755555555555555,,,0.0,E02_1,E02
143,0,0.9761111111111112,2969.8657,1018.08875,0.0,E02_1,E02
144,0,0.9786111111111111,2913.9277,1081.6703,0.0,E02_1,E02
145,0,0.9772222222222222,2910.2034,1085.5454,0.0,E02_1,E02
146,0,0.9808333333333333,2858.206,1143.4403,0.0,E02_1,E02
147,0,0.9677777777777777,2996.3306,1024.2338,0.0,E02_1,E02
148,0,0.9675,2909.9578,1078.2562,0.0,E02_1,E02
149,0,0.9847222222222223,2912.6423,1067.6162,0.0,E02_1,E02
150,0,0.9744444444444444,2934.9702,1060.6465,0.0,E02_1,E02
151,0,0.9763888888888889,2920.8633,1060.9453,0.0,E02_1,E02
152,0,0.9769444444444444,2927.8445,1091.2496,0.0,E02_1,E02
153,0,0.9575,2918.4978,1076.3542,0.0,E02_1,E02
154,0,0.9702777777777778,2945.494,1049.4584,0.0,E02_1,E02
155,0,0.7013888888888888,2783.476,1207.0034,0.0,E02_1,E02
156,0,0.9797222222222223,2914.7356,1072.0145,0.0,E02_1,E02
157,0,0.9830555555555556,2914.6382,1076.0233,0.0,E02_1,E02
158,0,0.9852777777777778,2904.282,1073.6562,0.0,E02_1,E02
159,0,0.9822222222222222,2897.0923,1096.7688,0.0,E02_1,E02
160,0,0.9763888888888889,2873.6714,1090.9592,0.0,E02_1,E02
161,0,0.9725,,,0.0,E02_1,E02
162,0,0.9772222222222222,,,0.0,E02_1,E02
163,0,0.9736111111111111,,,0.0,E02_1,E02
164,0,0.9763888888888889,,,0.0,E02_1,E02
165,0,0.9769444444444444,,,0.0,E02_1,E02
166,0,0.9819444444444444,,,0.0,E02_1,E02
167,0,0.9769444444444444,3006.966,1026.051,0.0,E02_1,E02
168,0,0.15833333333333333,2870.84,1073.6119,0.0,E02_1,E02
0,2257,0.9919444444444444,669.81805,452.5252,0.6320358443013162,E02_10,E02
1,1507,0.9975,401.9287,239.09839,0.4196602617655249,E02_10,E02
2,0,0.9980555555555556,247.7406,15.442096,0.0,E02_10,E02
3,0,0.9744444444444444,413.2126,497.08868,0.0,E02_10,E02
4,0,0.9991666666666666,758.6131,982.42834,0.0,E02_10,E02
5,0,0.9997222222222222,754.233,970.8659,0.0,E02_10,E02
6,0,0.8858333333333334,762.0981,972.1835,0.0,E02_10,E02
7,0,0.9991666666666666,755.0175,975.4642,0.0,E02_10,E02
8,0,0.9952777777777778,716.7027,924.16156,0.0,E02_10,E02
9,0,0.9991666666666666,744.61975,944.09467,0.0,E02_10,E02
10,0,0.9988888888888889,571.7279,685.3405,0.0,E02_10,E02
11,0,0.9991666666666666,756.2719,937.52856,0.0,E02_10,E02
12,0,0.9991666666666666,766.6828,957.5231,0.0,E02_10,E02
13,0,0.9983333333333333,759.5828,940.9302,0.0,E02_10,E02
14,0,0.9994444444444445,762.0467,948.2988,0.0,E02_10,E02
15,0,0.9994444444444445,669.1274,828.70215,0.0,E02_10,E02
16,0,0.9919444444444444,794.3364,967.9736,0.0,E02_10,E02
17,0,0.9911111111111112,751.56885,925.1417,0.0,E02_10,E02
18,0,0.8380555555555556,692.0229,861.27167,0.0,E02_10,E02
19,0,0.9933333333333333,532.03687,614.8095,0.0,E02_10,E02
20,0,0.9991666666666666,759.9255,915.23724,0.0,E02_10,E02
21,0,0.9991666666666666,812.50397,963.2959,0.0,E02_10,E02
22,0,0.9905555555555555,792.45465,934.7176,0.0,E02_10,E02
23,0,0.9991666666666666,785.509,913.7897,0.0,E02_10,E02
24,1647,0.9966666666666667,621.2717,527.6769,0.4590301003344482,E02_10,E02
25,0,0.9988888888888889,230.08398,16.419405,0.0,E02_10,E02
26,0,0.9975,275.61487,22.187553,0.0,E02_10,E02
27,0,0.9702777777777778,515.89294,653.72015,0.0,E02_10,E02
28,0,0.9902777777777778,724.31573,938.9743,0.0,E02_10,E02
29,0,0.9994444444444445,728.3389,942.8916,0.0,E02_10,E02
30,0,0.9666666666666667,748.8591,963.99927,0.0,E02_10,E02
31,0,0.9991666666666666,732.12213,946.0341,0.0,E02_10,E02
32,0,0.9977777777777778,738.2119,950.2061,0.0,E02_10,E02
33,0,0.9997222222222222,739.11285,956.87994,0.0,E02_10,E02
34,0,0.885,411.57822,514.9625,0.0,E02_10,E02
35,0,0.2902777777777778,753.31573,968.94916,0.0,E02_10,E02
36,0,0.31972222222222224,723.5833,938.25256,0.0,E02_10,E02
37,0,0.3586111111111111,729.3885,931.04846,0.0,E02_10,E02
38,11,0.37166666666666665,760.2069,968.2937,0.008221225710014948,E02_10,E02
39,0,0.365,713.04895,870.81476,0.0,E02_10,E02
40,0,0.3283333333333333,766.2518,935.1902,0.0,E02_10,E02
41,0,0.28694444444444445,751.24744,912.785,0.0,E02_10,E02
42,0,0.3338888888888889,842.0944,993.8746,0.0,E02_10,E02
43,0,0.35638888888888887,662.94604,779.86206,0.0,E02_10,E02
44,0,0.3233333333333333,752.8395,889.3866,0.0,E02_10,E02
45,0,0.3636111111111111,808.1478,937.7419,0.0,E02_10,E02
46,0,0.3516666666666667,907.2823,1019.23566,0.0,E02_10,E02
